ReferenceDate,GeographyLevel,GeographyHierarchy,Limit,SurveyID
2001-01-01,040,state,,SIPP1992COREV9
2001-01-01,040,state,,SIPP1992TOPICALV1
2001-01-01,040,state,,SIPP1992TOPICALV2
2001-01-01,040,state,,SIPP1992TOPICALV3
2001-01-01,040,state,,SIPP1992TOPICALV4
2001-01-01,040,state,,SIPP1992TOPICALV6
2001-01-01,040,state,,SIPP1992TOPICALV7
2001-01-01,040,state,,SIPP1992TOPICALV9
2001-01-01,040,state,,SIPP1992TOPICALEDV5
2001-01-01,040,state,,SIPP1992TOPICALEDV8
2001-01-01,040,state,,SIPP1992TOPICALEXV6
2001-01-01,040,state,,SIPP1992TOPICALRESV5
2001-01-01,040,state,,SIPP1992TOPICALRESV8
,01,us,1.0,CBP1993
,02,state,51.0,CBP1993
,03,state› county,255.0,CBP1993
,08,metropolitan statistical area/micropolitan statistical area,310.0,CBP1993
2001-01-01,040,state,,CPSBASIC199304
2001-01-01,040,state,,CPSBASIC199308
2001-01-01,040,state,,CPSBASIC199312
2001-01-01,040,state,,CPSBASIC199302
2001-01-01,040,state,,CPSBASIC199301
2001-01-01,040,state,,CPSBASIC199307
2001-01-01,040,state,,CPSBASIC199306
2001-01-01,040,state,,CPSBASIC199303
2001-01-01,040,state,,CPSBASIC199305
2001-01-01,040,state,,CPSBASIC199311
2001-01-01,040,state,,CPSBASIC199310
2001-01-01,040,state,,CPSBASIC199309
2001-01-01,040,state,,SIPP1993COREV1
2001-01-01,040,state,,SIPP1993COREV2
2001-01-01,040,state,,SIPP1993COREV3
2001-01-01,040,state,,SIPP1993COREV4
2001-01-01,040,state,,SIPP1993COREV5
2001-01-01,040,state,,SIPP1993COREV6
2001-01-01,040,state,,SIPP1993COREV7
2001-01-01,040,state,,SIPP1993COREV8
2001-01-01,040,state,,SIPP1993COREV9
2001-01-01,040,state,,SIPP1993TOPICALV1
2001-01-01,040,state,,SIPP1993TOPICALV2
2001-01-01,040,state,,SIPP1993TOPICALV3
2001-01-01,040,state,,SIPP1993TOPICALV4
2001-01-01,040,state,,SIPP1993TOPICALV6
2001-01-01,040,state,,SIPP1993TOPICALV7
2001-01-01,040,state,,SIPP1993TOPICALV9
2001-01-01,040,state,,SIPP1993TOPICALEDV5
2001-01-01,040,state,,SIPP1993TOPICALEDV8
2001-01-01,040,state,,SIPP1993TOPICALEXV3
2001-01-01,040,state,,SIPP1993TOPICALRESV5
2001-01-01,040,state,,SIPP1993TOPICALRESV8
,01,us,1.0,CBP1994
,02,state,51.0,CBP1994
,03,state› county,255.0,CBP1994
,08,metropolitan statistical area/micropolitan statistical area,315.0,CBP1994
1994-01-01,040,state,,CPSBASIC199404
1994-01-01,050,state› county,,CPSBASIC199404
1994-01-01,040,state,,CPSBASIC199408
1994-01-01,050,state› county,,CPSBASIC199408
1994-01-01,040,state,,CPSBASIC199412
1994-01-01,050,state› county,,CPSBASIC199412
1994-01-01,040,state,,CPSBASIC199402
1994-01-01,050,state› county,,CPSBASIC199402
1994-01-01,040,state,,CPSBASIC199401
1994-01-01,050,state› county,,CPSBASIC199401
1994-01-01,040,state,,CPSBASIC199407
1994-01-01,050,state› county,,CPSBASIC199407
1994-01-01,040,state,,CPSBASIC199406
1994-01-01,050,state› county,,CPSBASIC199406
1994-01-01,040,state,,CPSBASIC199403
1994-01-01,050,state› county,,CPSBASIC199403
1994-01-01,040,state,,CPSBASIC199405
1994-01-01,050,state› county,,CPSBASIC199405
1994-01-01,040,state,,CPSBASIC199411
1994-01-01,050,state› county,,CPSBASIC199411
1994-01-01,040,state,,CPSBASIC199410
1994-01-01,050,state› county,,CPSBASIC199410
1994-01-01,040,state,,CPSBASIC199409
1994-01-01,050,state› county,,CPSBASIC199409
2001-01-01,040,state,,CPSINTERNET199411
2001-01-01,050,state› county,,CPSINTERNET199411
2001-01-01,040,state,,CPSSCHOOL199410
2001-01-01,050,state› county,,CPSSCHOOL199410
2001-01-01,040,state,,CPSVOTING199411
2001-01-01,050,state› county,,CPSVOTING199411
,861,zipcode,39259.0,ZBPTotal1994
,01,us,1.0,CBP1995
,02,state,51.0,CBP1995
,03,state› county,255.0,CBP1995
,08,metropolitan statistical area/micropolitan statistical area,315.0,CBP1995
1994-01-01,040,state,,CPSBASIC199504
1994-01-01,050,state› county,,CPSBASIC199504
1994-01-01,040,state,,CPSBASIC199508
1994-01-01,050,state› county,,CPSBASIC199508
2007-01-01,040,state,,CPSBASIC199512
2007-01-01,050,state› county,,CPSBASIC199512
1994-01-01,040,state,,CPSBASIC199502
1994-01-01,050,state› county,,CPSBASIC199502
1994-01-01,040,state,,CPSBASIC199501
1994-01-01,050,state› county,,CPSBASIC199501
1994-01-01,040,state,,CPSBASIC199507
1994-01-01,050,state› county,,CPSBASIC199507
1994-01-01,040,state,,CPSBASIC199506
1994-01-01,050,state› county,,CPSBASIC199506
1994-01-01,040,state,,CPSBASIC199503
1994-01-01,050,state› county,,CPSBASIC199503
1994-01-01,040,state,,CPSBASIC199505
1994-01-01,050,state› county,,CPSBASIC199505
2007-01-01,040,state,,CPSBASIC199511
2007-01-01,050,state› county,,CPSBASIC199511
2007-01-01,040,state,,CPSBASIC199510
2007-01-01,050,state› county,,CPSBASIC199510
1994-01-01,040,state,,CPSBASIC199509
1994-01-01,050,state› county,,CPSBASIC199509
2001-01-01,040,state,,CPSCONTINGENTWORKER199502
2001-01-01,050,state› county,,CPSCONTINGENTWORKER199502
2001-01-01,040,state,,CPSFOODSECURITY199504
2001-01-01,050,state› county,,CPSFOODSECURITY199504
2001-01-01,040,state,,CPSMARITAL199506
2001-01-01,050,state› county,,CPSMARITAL199506
2001-01-01,040,state,,CPSRACEETHNICITY199505
2001-01-01,050,state› county,,CPSRACEETHNICITY199505
2001-01-01,040,state,,CPSSCHOOL199510
2001-01-01,050,state› county,,CPSSCHOOL199510
2001-01-01,040,state,,CPSVETS199508
,861,zipcode,39932.0,ZBPTotal1995
,01,us,1.0,CBP1996
,02,state,51.0,CBP1996
,03,state› county,255.0,CBP1996
,08,metropolitan statistical area/micropolitan statistical area,315.0,CBP1996
2007-01-01,040,state,,CPSBASIC199604
2007-01-01,050,state› county,,CPSBASIC199604
2007-01-01,040,state,,CPSBASIC199608
2007-01-01,050,state› county,,CPSBASIC199608
2007-01-01,040,state,,CPSBASIC199612
2007-01-01,050,state› county,,CPSBASIC199612
2007-01-01,040,state,,CPSBASIC199602
2007-01-01,050,state› county,,CPSBASIC199602
2007-01-01,040,state,,CPSBASIC199601
2007-01-01,050,state› county,,CPSBASIC199601
2007-01-01,040,state,,CPSBASIC199607
2007-01-01,050,state› county,,CPSBASIC199607
2007-01-01,040,state,,CPSBASIC199606
2007-01-01,050,state› county,,CPSBASIC199606
2007-01-01,040,state,,CPSBASIC199603
2007-01-01,050,state› county,,CPSBASIC199603
2007-01-01,040,state,,CPSBASIC199605
2007-01-01,050,state› county,,CPSBASIC199605
2007-01-01,040,state,,CPSBASIC199611
2007-01-01,050,state› county,,CPSBASIC199611
2007-01-01,040,state,,CPSBASIC199610
2007-01-01,050,state› county,,CPSBASIC199610
2007-01-01,040,state,,CPSBASIC199609
2007-01-01,050,state› county,,CPSBASIC199609
2001-01-01,040,state,,CPSDISWORKJOBTEN199602
2001-01-01,050,state› county,,CPSDISWORKJOBTEN199602
2001-01-01,040,state,,CPSSCHOOL199610
2001-01-01,050,state› county,,CPSSCHOOL199610
2001-01-01,040,state,,CPSVOTING199611
2001-01-01,050,state› county,,CPSVOTING199611
2001-01-01,040,state,,SIPP1996COREV1
2001-01-01,040,state,,SIPP1996COREV10
2001-01-01,040,state,,SIPP1996COREV11
2001-01-01,040,state,,SIPP1996COREV12
2001-01-01,040,state,,SIPP1996COREV2
2001-01-01,040,state,,SIPP1996COREV3
2001-01-01,040,state,,SIPP1996COREV4
2001-01-01,040,state,,SIPP1996COREV5
2001-01-01,040,state,,SIPP1996COREV6
2001-01-01,040,state,,SIPP1996COREV7
2001-01-01,040,state,,SIPP1996COREV8
2001-01-01,040,state,,SIPP1996COREV9
2001-01-01,040,state,,SIPP1996TOPICALV1
2001-01-01,040,state,,SIPP1996TOPICALV10
2001-01-01,040,state,,SIPP1996TOPICALV11
2001-01-01,040,state,,SIPP1996TOPICALV12
2001-01-01,040,state,,SIPP1996TOPICALV2
2001-01-01,040,state,,SIPP1996TOPICALV3
2001-01-01,040,state,,SIPP1996TOPICALV4
2001-01-01,040,state,,SIPP1996TOPICALV5
2001-01-01,040,state,,SIPP1996TOPICALV6
2001-01-01,040,state,,SIPP1996TOPICALV7
2001-01-01,040,state,,SIPP1996TOPICALV8
2001-01-01,040,state,,SIPP1996TOPICALV9
,861,zipcode,40099.0,ZBPTotal1996
,01,us,1.0,CBP1997
,02,state,51.0,CBP1997
,03,state› county,255.0,CBP1997
,08,metropolitan statistical area/micropolitan statistical area,315.0,CBP1997
2007-01-01,040,state,,CPSBASIC199704
2007-01-01,050,state› county,,CPSBASIC199704
2007-01-01,040,state,,CPSBASIC199708
2007-01-01,050,state› county,,CPSBASIC199708
2007-01-01,040,state,,CPSBASIC199712
2007-01-01,050,state› county,,CPSBASIC199712
2007-01-01,040,state,,CPSBASIC199702
2007-01-01,050,state› county,,CPSBASIC199702
2007-01-01,040,state,,CPSBASIC199701
2007-01-01,050,state› county,,CPSBASIC199701
2007-01-01,040,state,,CPSBASIC199707
2007-01-01,050,state› county,,CPSBASIC199707
2007-01-01,040,state,,CPSBASIC199706
2007-01-01,050,state› county,,CPSBASIC199706
2007-01-01,040,state,,CPSBASIC199703
2007-01-01,050,state› county,,CPSBASIC199703
2007-01-01,040,state,,CPSBASIC199705
2007-01-01,050,state› county,,CPSBASIC199705
2007-01-01,040,state,,CPSBASIC199711
2007-01-01,050,state› county,,CPSBASIC199711
2007-01-01,040,state,,CPSBASIC199710
2007-01-01,050,state› county,,CPSBASIC199710
2007-01-01,040,state,,CPSBASIC199709
2007-01-01,050,state› county,,CPSBASIC199709
2001-01-01,040,state,,CPSCONTINGENTWORKER199702
2001-01-01,050,state› county,,CPSCONTINGENTWORKER199702
2001-01-01,040,state,,CPSFOODSECURITY199704
2001-01-01,050,state› county,,CPSFOODSECURITY199704
2001-01-01,040,state,,CPSINTERNET199710
2001-01-01,050,state› county,,CPSINTERNET199710
2001-01-01,040,state,,CPSSCHOOL199710
2001-01-01,050,state› county,,CPSSCHOOL199710
2001-01-01,040,state,,CPSVETS199709
2001-01-01,050,state› county,,CPSVETS199709
2001-01-01,040,state,,CPSWORKSCHEDULES199705
2001-01-01,050,state› county,,CPSWORKSCHEDULES199705
,01,us,,EWKS1997
,02,state,,EWKS1997
2012-01-01,03,state› county,,EWKS1997
2012-01-01,04,state› consolidated city,,EWKS1997
,05,state› place,,EWKS1997
,06,metropolitan statistical area/micropolitan statistical area,,EWKS1997
1997-01-01,01,us,,NONEMP1997
1997-01-01,02,state,,NONEMP1997
1997-01-01,03,state› county,,NONEMP1997
,861,zipcode,40248.0,ZBPTotal1997
,01,us,1.0,CBP1998
,02,state,51.0,CBP1998
,03,state› county,255.0,CBP1998
,08,metropolitan statistical area/micropolitan statistical area,316.0,CBP1998
2007-01-01,040,state,,CPSBASIC199804
2007-01-01,050,state› county,,CPSBASIC199804
2007-01-01,040,state,,CPSBASIC199808
2007-01-01,050,state› county,,CPSBASIC199808
2007-01-01,040,state,,CPSBASIC199812
2007-01-01,050,state› county,,CPSBASIC199812
2007-01-01,040,state,,CPSBASIC199802
2007-01-01,050,state› county,,CPSBASIC199802
2007-01-01,040,state,,CPSBASIC199801
2007-01-01,050,state› county,,CPSBASIC199801
2007-01-01,040,state,,CPSBASIC199807
2007-01-01,050,state› county,,CPSBASIC199807
2007-01-01,040,state,,CPSBASIC199806
2007-01-01,050,state› county,,CPSBASIC199806
2007-01-01,040,state,,CPSBASIC199803
2007-01-01,050,state› county,,CPSBASIC199803
2007-01-01,040,state,,CPSBASIC199805
2007-01-01,050,state› county,,CPSBASIC199805
2007-01-01,040,state,,CPSBASIC199811
2007-01-01,050,state› county,,CPSBASIC199811
2007-01-01,040,state,,CPSBASIC199810
2007-01-01,050,state› county,,CPSBASIC199810
2007-01-01,040,state,,CPSBASIC199809
2007-01-01,050,state› county,,CPSBASIC199809
2001-01-01,040,state,,CPSDISWORKJOBTEN199802
2001-01-01,050,state› county,,CPSDISWORKJOBTEN199802
2001-01-01,040,state,,CPSFERTILITY199806
2001-01-01,050,state› county,,CPSFERTILITY199806
2001-01-01,040,state,,CPSFOODSECURITY199808
2001-01-01,050,state› county,,CPSFOODSECURITY199808
2001-01-01,040,state,,CPSINTERNET199812
2001-01-01,050,state› county,,CPSINTERNET199812
2001-01-01,040,state,,CPSSCHOOL199810
2001-01-01,050,state› county,,CPSSCHOOL199810
2001-01-01,040,state,,CPSVOTING199811
2001-01-01,050,state› county,,CPSVOTING199811
1998-01-01,01,us,,NONEMP1998
1998-01-01,02,state,,NONEMP1998
,03,state› county,,NONEMP1998
,861,zipcode,39467.0,ZBPTotal1998
,01,us,1.0,CBP1999
,02,state,51.0,CBP1999
,03,state› county,255.0,CBP1999
,08,metropolitan statistical area/micropolitan statistical area,316.0,CBP1999
2007-01-01,040,state,,CPSBASIC199904
2007-01-01,050,state› county,,CPSBASIC199904
2007-01-01,040,state,,CPSBASIC199908
2007-01-01,050,state› county,,CPSBASIC199908
2007-01-01,040,state,,CPSBASIC199912
2007-01-01,050,state› county,,CPSBASIC199912
2007-01-01,040,state,,CPSBASIC199902
2007-01-01,050,state› county,,CPSBASIC199902
2007-01-01,040,state,,CPSBASIC199901
2007-01-01,050,state› county,,CPSBASIC199901
2007-01-01,040,state,,CPSBASIC199907
2007-01-01,050,state› county,,CPSBASIC199907
2007-01-01,040,state,,CPSBASIC199906
2007-01-01,050,state› county,,CPSBASIC199906
2007-01-01,040,state,,CPSBASIC199903
2007-01-01,050,state› county,,CPSBASIC199903
2007-01-01,040,state,,CPSBASIC199905
2007-01-01,050,state› county,,CPSBASIC199905
2007-01-01,040,state,,CPSBASIC199911
2007-01-01,050,state› county,,CPSBASIC199911
2007-01-01,040,state,,CPSBASIC199910
2007-01-01,050,state› county,,CPSBASIC199910
2007-01-01,040,state,,CPSBASIC199909
2007-01-01,050,state› county,,CPSBASIC199909
2001-01-01,040,state,,CPSCONTINGENTWORKER199902
2001-01-01,050,state› county,,CPSCONTINGENTWORKER199902
2001-01-01,040,state,,CPSFOODSECURITY199904
2001-01-01,050,state› county,,CPSFOODSECURITY199904
2001-01-01,040,state,,CPSSCHOOL199910
2001-01-01,050,state› county,,CPSSCHOOL199910
2001-01-01,040,state,,CPSVETS199909
2001-01-01,050,state› county,,CPSVETS199909
1999-01-01,01,us,,NONEMP1999
1999-01-01,02,state,,NONEMP1999
,03,state› county,,NONEMP1999
,861,zipcode,39761.0,ZBPTotal1999
,01,us,1.0,CBP2000
,02,state,51.0,CBP2000
,03,state› county,255.0,CBP2000
,08,metropolitan statistical area/micropolitan statistical area,318.0,CBP2000
2007-01-01,040,state,,CPSBASIC200004
2007-01-01,050,state› county,,CPSBASIC200004
2007-01-01,040,state,,CPSBASIC200008
2007-01-01,050,state› county,,CPSBASIC200008
2007-01-01,040,state,,CPSBASIC200012
2007-01-01,050,state› county,,CPSBASIC200012
2007-01-01,040,state,,CPSBASIC200002
2007-01-01,050,state› county,,CPSBASIC200002
2007-01-01,040,state,,CPSBASIC200001
2007-01-01,050,state› county,,CPSBASIC200001
2007-01-01,040,state,,CPSBASIC200007
2007-01-01,050,state› county,,CPSBASIC200007
2007-01-01,040,state,,CPSBASIC200006
2007-01-01,050,state› county,,CPSBASIC200006
2007-01-01,040,state,,CPSBASIC200003
2007-01-01,050,state› county,,CPSBASIC200003
2007-01-01,040,state,,CPSBASIC200005
2007-01-01,050,state› county,,CPSBASIC200005
2007-01-01,040,state,,CPSBASIC200011
2007-01-01,050,state› county,,CPSBASIC200011
2007-01-01,040,state,,CPSBASIC200010
2007-01-01,050,state› county,,CPSBASIC200010
2007-01-01,040,state,,CPSBASIC200009
2007-01-01,050,state› county,,CPSBASIC200009
2001-01-01,040,state,,CPSDISWORKJOBTEN200002
2001-01-01,050,state› county,,CPSDISWORKJOBTEN200002
2001-01-01,040,state,,CPSFERTILITY200006
2001-01-01,050,state› county,,CPSFERTILITY200006
2001-01-01,040,state,,CPSFOODSECURITY200009
2001-01-01,050,state› county,,CPSFOODSECURITY200009
2001-01-01,040,state,,CPSINTERNET200008
2001-01-01,050,state› county,,CPSINTERNET200008
2001-01-01,040,state,,CPSSCHOOL200010
2001-01-01,050,state› county,,CPSSCHOOL200010
2001-01-01,040,state,,CPSVOTING200011
2001-01-01,050,state› county,,CPSVOTING200011
2000-01-01,010,us,,DECENNIALAIAN2000
2000-01-01,020,region,,DECENNIALAIAN2000
2000-01-01,030,division,,DECENNIALAIAN2000
2000-01-01,040,state,,DECENNIALAIAN2000
2000-01-01,230,state› alaska native regional corporation,,DECENNIALAIAN2000
2000-01-01,250,american indian area/alaska native area/hawaiian home land,,DECENNIALAIAN2000
2000-01-01,370,new england county metropolitan area,,DECENNIALAIAN2000
2000-01-01,380,consolidated metropolitan statistical area,,DECENNIALAIAN2000
2000-01-01,385,consolidated metropolitan statistical area› primary metropolitan statistical area,,DECENNIALAIAN2000
2000-01-01,010,us,,DECENNIALDPAIAN2000
2000-01-01,020,region,,DECENNIALDPAIAN2000
2000-01-01,030,division,,DECENNIALDPAIAN2000
2000-01-01,040,state,,DECENNIALDPAIAN2000
2000-01-01,230,state› alaska native regional corporation,,DECENNIALDPAIAN2000
2000-01-01,250,american indian area/alaska native area/hawaiian home land,,DECENNIALDPAIAN2000
2000-01-01,370,new england county metropolitan area,,DECENNIALDPAIAN2000
2000-01-01,380,consolidated metropolitan statistical area,,DECENNIALDPAIAN2000
2000-01-01,385,consolidated metropolitan statistical area› primary metropolitan statistical area,,DECENNIALDPAIAN2000
2000-01-01,040,state,,DECENNIALAS2000
2000-01-01,050,state› county,,DECENNIALAS2000
2000-01-01,060,state› county› county subdivision,,DECENNIALAS2000
2000-01-01,070,state› county› county subdivision› place/remainder (or part),,DECENNIALAS2000
2000-01-01,080,state› county› county subdivision› place/remainder (or part)› tract (or part),,DECENNIALAS2000
2000-01-01,085,state› county› county subdivision› place/remainder (or part)› tract (or part)› urban rural,,DECENNIALAS2000
2000-01-01,090,state› county› county subdivision› place/remainder (or part)› tract (or part)› block group (or part)› urban rural,,DECENNIALAS2000
2000-01-01,100,state› county› tract› block,,DECENNIALAS2000
2000-01-01,140,state› county› tract,,DECENNIALAS2000
2000-01-01,150,state› county› tract› block group,,DECENNIALAS2000
2000-01-01,155,state› place› county (or part),,DECENNIALAS2000
2000-01-01,160,state› place,,DECENNIALAS2000
2000-01-01,420,state› urban area (or part),,DECENNIALAS2000
2000-01-01,431,state› urban area (or part)› county (or part),,DECENNIALAS2000
2000-01-01,441,state› urban area (or part)› county (or part)› county subdivision (or part),,DECENNIALAS2000
2000-01-01,451,state› urban area (or part)› county (or part)› county subdivision (or part)› place/remainder (or part),,DECENNIALAS2000
2000-01-01,461,state› urban area (or part)› principal city (or part),,DECENNIALAS2000
2010-01-01,040,state,,DECENNIALCD110H
2010-01-01,500,state› congressional district,,DECENNIALCD110H
2010-01-01,510,state› congressional district› county (or part),,DECENNIALCD110H
2010-01-01,511,state› congressional district› county (or part)› tract (or part),,DECENNIALCD110H
2010-01-01,521,state› congressional district› county (or part)› county subdivision (or part),,DECENNIALCD110H
2010-01-01,531,state› congressional district› place/remainder (or part),,DECENNIALCD110H
2010-01-01,541,state› congressional district› consolidated city (or part),,DECENNIALCD110H
2010-01-01,542,state› congressional district› consolidated city (or part)› place (or part),,DECENNIALCD110H
2010-01-01,550,state› congressional district› american indian area/alaska native area/hawaiian home land (or part),,DECENNIALCD110H
2010-01-01,551,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› american indian area/alaska native area (reservation or statistical entity only) (or part),,DECENNIALCD110H
2010-01-01,552,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› american indian area (off-reservation trust land only)/hawaiian home land (or part),,DECENNIALCD110H
2010-01-01,553,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› tribal subdivision/remainder (or part),,DECENNIALCD110H
2010-01-01,554,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› american indian area/alaska native area (reservation or statistical entity only) (or part)› tribal subdivision/remainder (or part),,DECENNIALCD110H
2010-01-01,555,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› american indian area (off-reservation trust land only)/hawaiian home land (or part)› tribal subdivision/remainder (or part),,DECENNIALCD110H
2010-01-01,560,state› congressional district› alaska native regional corporation,,DECENNIALCD110H
2000-01-01,040,state,,DECENNIALDPCD110H2000
2000-01-01,500,state› congressional district,,DECENNIALDPCD110H2000
2000-01-01,510,state› congressional district› county (or part),,DECENNIALDPCD110H2000
2000-01-01,511,state› congressional district› county (or part)› tract (or part),,DECENNIALDPCD110H2000
2000-01-01,521,state› congressional district› county (or part)› county subdivision (or part),,DECENNIALDPCD110H2000
2000-01-01,531,state› congressional district› place/remainder (or part),,DECENNIALDPCD110H2000
2000-01-01,541,state› congressional district› consolidated city (or part),,DECENNIALDPCD110H2000
2000-01-01,542,state› congressional district› consolidated city (or part)› place (or part),,DECENNIALDPCD110H2000
2000-01-01,550,state› congressional district› american indian area/alaska native area/hawaiian home land (or part),,DECENNIALDPCD110H2000
2000-01-01,551,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› american indian area/alaska native area (reservation or statistical entity only) (or part),,DECENNIALDPCD110H2000
2000-01-01,552,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› american indian area (off-reservation trust land only)/hawaiian home land (or part),,DECENNIALDPCD110H2000
2000-01-01,553,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› tribal subdivision/remainder (or part),,DECENNIALDPCD110H2000
2000-01-01,554,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› american indian area/alaska native area (reservation or statistical entity only) (or part)› tribal subdivision/remainder (or part),,DECENNIALDPCD110H2000
2000-01-01,555,state› congressional district› american indian area/alaska native area/hawaiian home land (or part)› american indian area (off-reservation trust land only)/hawaiian home land (or part)› tribal subdivision/remainder (or part),,DECENNIALDPCD110H2000
2000-01-01,560,state› congressional district› alaska native regional corporation,,DECENNIALDPCD110H2000
2000-01-01,040,state,,DECENNIALCD110S
2000-01-01,500,state› congressional district,,DECENNIALCD110S
2000-01-01,510,state› congressional district› county (or part),,DECENNIALCD110S
2000-01-01,511,state› congressional district› county (or part)› tract (or part),,DECENNIALCD110S
2000-01-01,521,state› congressional district› county (or part)› county subdivision (or part),,DECENNIALCD110S
2000-01-01,531,state› congressional district› place/remainder (or part),,DECENNIALCD110S
2000-01-01,541,state› congressional district› consolidated city (or part),,DECENNIALCD110S
2000-01-01,542,state› congressional district› consolidated city (or part)› place (or part),,DECENNIALCD110S
